Energy(eV),Transmission
-3.000000000000000444e+00,1.163823558788885712e-15
-2.969849246231155870e+00,5.854481244628528436e-14
-2.939698492462311741e+00,1.647519596221960799e-11
-2.909547738693467167e+00,1.611674107231080844e-01
-2.879396984924623037e+00,3.193919200436258765e-01
-2.849246231155778908e+00,3.639197666385096674e-01
-2.819095477386934778e+00,6.404387067921011312e-01
-2.788944723618090649e+00,8.283942234006351768e-01
-2.758793969849246075e+00,8.744063914637471013e-01
-2.728643216080401945e+00,8.630294565553051633e-01
-2.698492462311557816e+00,8.130135329903819263e-01
-2.668341708542713686e+00,1.594013389802085179e+00
-2.638190954773869557e+00,1.693365274893706696e+00
-2.608040201005024983e+00,1.754435687657618814e+00
-2.577889447236180853e+00,1.806017647786447133e+00
-2.547738693467336724e+00,1.837267177893363801e+00
-2.517587939698492594e+00,1.854168046120534319e+00
-2.487437185929648464e+00,1.859341681353684050e+00
-2.457286432160803891e+00,1.844720421954059164e+00
-2.427135678391959761e+00,1.790766836543281837e+00
-2.396984924623115631e+00,1.580056381986198355e+00
-2.366834170854271502e+00,1.734437117639267889e+00
-2.336683417085427372e+00,1.850246002640215881e+00
-2.306532663316582799e+00,2.113109261858332921e+00
-2.276381909547738669e+00,2.387516131357337645e+00
-2.246231155778894539e+00,2.492964339454798228e+00
-2.216080402010050410e+00,2.621733434666376539e+00
-2.185929648241206280e+00,2.673208757168584970e+00
-2.155778894472361706e+00,2.634930703905693949e+00
-2.125628140703517577e+00,2.569043361955600790e+00
-2.095477386934673447e+00,2.521683576262783610e+00
-2.065326633165829318e+00,2.503541865789411069e+00
-2.035175879396985188e+00,2.503008232125350840e+00
-2.005025125628140614e+00,2.499027542265282342e+00
-1.974874371859296707e+00,2.468686747806605020e+00
-1.944723618090452355e+00,2.397923054270294063e+00
-1.914572864321608003e+00,2.282785161119361028e+00
-1.884422110552763874e+00,1.953485173677969255e+00
-1.854271356783919744e+00,2.200332853720439186e+00
-1.824120603015075615e+00,2.957659911812287046e+00
-1.793969849246231263e+00,2.935996849490513760e+00
-1.763819095477386911e+00,3.115881061296067678e+00
-1.733668341708542782e+00,3.272022532704180975e+00
-1.703517587939698874e+00,3.378283905084122019e+00
-1.673366834170854078e+00,3.503696066806032405e+00
-1.643216080402010171e+00,3.613879527120202884e+00
-1.613065326633166041e+00,3.649245700956462279e+00
-1.582914572864321689e+00,3.610613243803320493e+00
-1.552763819095477338e+00,3.548619517493257103e+00
-1.522613065326633208e+00,3.509644376129786636e+00
-1.492462311557789079e+00,3.511531885048299273e+00
-1.462311557788944727e+00,3.547274439435248450e+00
-1.432160804020100597e+00,3.593954005372380411e+00
-1.402010050251256246e+00,3.621674905297163960e+00
-1.371859296482412116e+00,3.600525223249255280e+00
-1.341708542713567986e+00,3.471150668606649781e+00
-1.311557788944723635e+00,3.236101904885434255e+00
-1.281407035175879505e+00,3.801596221908446260e+00
-1.251256281407035154e+00,4.060006964866692769e+00
-1.221105527638191024e+00,4.161040871679714037e+00
-1.190954773869346894e+00,4.240982179211770564e+00
-1.160804020100502543e+00,4.262827497323859127e+00
-1.130653266331658413e+00,4.285030501584593310e+00
-1.100502512562814061e+00,4.341332000256599599e+00
-1.070351758793969932e+00,4.388794377903439070e+00
-1.040201005025125802e+00,4.389344443641918225e+00
-1.010050251256281451e+00,4.354701881435073751e+00
-9.798994974874370989e-01,4.330718547701834176e+00
-9.497487437185930803e-01,4.348149967291392137e+00
-9.195979899497487287e-01,3.718888891541586972e+00
-8.894472361809045990e-01,3.688088878931135906e+00
-8.592964824120605805e-01,3.641189638579953591e+00
-8.291457286432158957e-01,3.552884080642042530e+00
-7.989949748743718771e-01,3.557098420739109201e+00
-7.688442211055277475e-01,3.552486432223538326e+00
-7.386934673366836179e-01,3.359224335676902484e+00
-7.085427135678394883e-01,2.641588193437982124e+00
-6.783919597989949146e-01,1.954719682771814515e+00
-6.482412060301507850e-01,1.958627720189002552e+00
-6.180904522613066554e-01,1.958830226155751086e+00
-5.879396984924625258e-01,1.957011733454166125e+00
-5.577889447236183962e-01,1.954591228635989442e+00
-5.276381909547738225e-01,1.951138273062158479e+00
-4.974874371859297484e-01,1.946352029139895912e+00
-4.673366834170855078e-01,1.940549765255745074e+00
-4.371859296482414337e-01,1.934776689442942121e+00
-4.070351758793973040e-01,1.930230363484858103e+00
-3.768844221105527303e-01,1.926660057952786609e+00
-3.467336683417086007e-01,1.917339719364103967e+00
-3.165829145728644711e-01,1.813080863310849722e+00
-2.864321608040203415e-01,9.886570897730113661e-01
-2.562814070351762119e-01,9.840926733702934914e-01
-2.261306532663316660e-01,9.635282661597838194e-01
-1.959798994974875086e-01,8.919776276216211386e-01
-1.658291457286433790e-01,1.278838206824456022e-03
-1.356783919597992494e-01,3.535011833341943203e-08
-1.055276381909546757e-01,3.215047174033566743e-09
-7.537688442211054607e-02,9.067078978384528969e-10
-4.522613065326641646e-02,4.479817549781701855e-10
-1.507537688442228685e-02,3.268895625954816239e-10
1.507537688442184276e-02,3.325168975388935557e-10
4.522613065326641646e-02,4.726118463413862045e-10
7.537688442211054607e-02,1.000796027384003669e-09
1.055276381909546757e-01,3.806476927179746359e-09
1.356783919597988053e-01,5.012568869541770398e-08
1.658291457286429349e-01,1.125589059719197876e-03
1.959798994974875086e-01,8.381295065018393720e-01
2.261306532663316660e-01,9.411187903234070617e-01
2.562814070351757678e-01,9.738414441451959114e-01
2.864321608040198974e-01,9.816329736130811057e-01
3.165829145728640270e-01,1.568834263351662983e+00
3.467336683417086007e-01,1.870045737564654420e+00
3.768844221105527303e-01,1.915379781497223322e+00
4.070351758793969155e-01,1.929628247515917661e+00
4.371859296482409896e-01,1.935039685689401656e+00
4.673366834170851192e-01,1.936258973547678952e+00
4.974874371859297484e-01,1.934147417043741379e+00
5.276381909547738225e-01,1.928874237357019794e+00
5.577889447236179521e-01,1.920499894177491784e+00
5.879396984924620817e-01,1.908046932047160915e+00
6.180904522613062113e-01,1.884703177103794980e+00
6.482412060301507850e-01,1.762994036843563261e+00
6.783919597989949146e-01,1.598614840120365477e+00
7.085427135678390442e-01,2.620585467855955031e+00
7.386934673366831738e-01,3.368691621425003113e+00
7.688442211055274145e-01,3.457177202023239193e+00
7.989949748743718771e-01,3.495393947760558007e+00
8.291457286432158957e-01,3.462484627622277600e+00
8.592964824120602474e-01,3.383346954129592632e+00
8.894472361809043770e-01,3.238399648637905415e+00
9.195979899497483956e-01,3.690201292163935332e+00
9.497487437185930803e-01,4.369048913390838784e+00
9.798994974874370989e-01,4.417563781041329740e+00
1.010050251256281229e+00,4.442145057749836035e+00
1.040201005025125802e+00,4.430934352496081807e+00
1.070351758793969488e+00,4.406670863454889897e+00
1.100502512562814061e+00,4.372576447520078347e+00
1.130653266331657747e+00,4.326325231938798588e+00
1.160804020100502321e+00,4.309300383754930408e+00
1.190954773869346894e+00,4.276563995838639443e+00
1.221105527638190580e+00,4.183860697420772823e+00
1.251256281407035154e+00,4.003283279095273706e+00
1.281407035175878839e+00,3.775804088485975818e+00
1.311557788944723413e+00,3.821079810057704140e+00
1.341708542713567986e+00,3.796252485138302823e+00
1.371859296482411672e+00,3.739754476495727342e+00
1.402010050251256246e+00,3.662157513057579195e+00
1.432160804020099931e+00,3.581501248998829823e+00
1.462311557788944505e+00,3.518952423270678587e+00
1.492462311557789079e+00,3.491437954511736663e+00
1.522613065326632764e+00,3.507935273946458210e+00
1.552763819095477338e+00,3.565200482887497468e+00
1.582914572864321023e+00,3.641391511359436617e+00
1.613065326633165597e+00,3.693774895553343818e+00
1.643216080402010171e+00,3.677533640696974082e+00
1.673366834170853856e+00,3.591959772918003058e+00
1.703517587939698430e+00,3.495509635077426847e+00
1.733668341708542115e+00,3.424743686989261793e+00
1.763819095477386689e+00,3.311315106278759579e+00
1.793969849246231263e+00,3.152864896099905057e+00
1.824120603015074948e+00,2.748849597948746837e+00
1.854271356783919522e+00,2.322199837359339547e+00
1.884422110552763208e+00,2.421517570278484577e+00
1.914572864321607781e+00,2.512845048853921792e+00
1.944723618090452355e+00,2.553994505509350699e+00
1.974874371859296041e+00,2.553634530527551849e+00
2.005025125628140614e+00,2.515986937695608994e+00
2.035175879396984300e+00,2.470020074178080893e+00
2.065326633165828873e+00,2.449024240271964636e+00
2.095477386934673447e+00,2.474348567682866484e+00
2.125628140703517133e+00,2.548209979826809413e+00
2.155778894472361706e+00,2.647541888415685829e+00
2.185929648241205392e+00,2.728099063871945340e+00
2.216080402010049966e+00,2.753132568581004858e+00
2.246231155778894539e+00,2.730983910469172216e+00
2.276381909547738225e+00,2.606610590890785950e+00
2.306532663316582799e+00,2.013985154512846432e+00
2.336683417085426484e+00,1.839163055522969881e+00
2.366834170854271058e+00,1.922885928850103010e+00
2.396984924623115631e+00,1.934048688878964306e+00
2.427135678391959317e+00,1.930124707555607388e+00
2.457286432160803891e+00,1.914385146078502409e+00
2.487437185929647576e+00,1.895296354549809159e+00
2.517587939698492150e+00,1.883664100461188928e+00
2.547738693467336724e+00,1.881670049849539561e+00
2.577889447236180409e+00,1.878470617524995223e+00
2.608040201005024983e+00,1.859749358124854535e+00
2.638190954773868668e+00,1.817954394032433862e+00
2.668341708542713242e+00,1.700381130852192113e+00
2.698492462311557816e+00,9.199008282320031427e-01
2.728643216080401501e+00,8.912862467537857603e-01
2.758793969849246075e+00,8.712553223053360885e-01
2.788944723618090649e+00,9.111852760071798008e-01
2.819095477386934334e+00,9.179053982414561164e-01
2.849246231155778908e+00,6.916870818858532610e-01
2.879396984924622593e+00,5.631323630805189218e-02
2.909547738693467167e+00,9.871051009966193279e-04
2.939698492462311741e+00,1.776906144405118103e-12
2.969849246231155870e+00,1.102829527784675586e-14
3.000000000000000444e+00,2.910195458743426881e-16
